ContactId,ClientId,Client,ProductId,ProductType,EffectiveDate,ExpireDate,Total
0xD474CF42D6FEECADAC5AE0E44C19976B,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,6/23/21,12/22/21,518.4
0xFB44C5545DC4AE04868E12D73D862634,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,6/23/21,12/22/21,376.65
0xF495D2F04206745FD3BEDF273E2F4B56,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,3/10/21,9/9/21,149.85
0x8216681574001C438CC9FF22BC43C873,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D86FFF3CCD71A7D8C33069E4FF64A97,Subscription,3/12/21,9/11/21,185.49
0xC7F1B0DF76E21A15DC9506D31F3B7170,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2/28/21,8/27/21,109.35
0x36913F1B51F4F312B2C10FBC4334BC69,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D86FFF3CCD71A7D8C33069E4FF64A97,Subscription,2/4/21,8/3/21,206.55
0xAAE00CF86BA9E1E636ABC433BB02F32A,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D86FFF3CCD71A7D8C33069E4FF64A97,Subscription,10/2/20,4/1/21,206.55
0x215DA9F808D832EA1E0347464F3AF768,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,12/4/20,6/3/21,265.68
0xF06E88279C9F90257664CB0C7BF1A284,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,2/18/21,8/17/21,295.65
0xB2E83B0725AB3C956888FD4091CDB608,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,6/18/21,12/17/21,265.68
0xA1261517728F6802508BCAD26859A440,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,6/1/21,11/30/21,396.9
0xE8A25830E438D0E49EDEFBD4C53E1AEB,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,7/6/21,1/5/22,376.65
0x18AAF7775C92E6CDEAA60F0B3ECAAD59,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,7/9/21,1/8/22,441.45
0x7786032E469B6E858B0C1DD7AAE00A45,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D86FFF3CCD71A7D8C33069E4FF64A97,Subscription,2/15/21,8/14/21,206.55
0x8216681574001C438CC9FF22BC43C873,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,3/12/21,9/11/21,396.9
0x2503CF70B1DDA9B97E81BA50298C3F9A,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,4/12/21,10/11/21,376.65
0x6A657FC20B2A3164BF715DDCC5861802,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,4/18/21,10/17/21,295.65
0x6B11CE2DF5F9E9AE6CF37FB678DAB5C8,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xA6F931D5504D9042C1469EC6A1B4D37E,Subscription,6/30/21,6/29/22,16.2
0xF52DD96339BB0F57B06A507D76A2137C,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,5/16/21,11/15/21,295.65
0xCE472D53A7F8DEDD54125114D2B472D1,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,6/29/21,12/28/21,376.65
0xB13BF259276D1B17581C5AE4B86D404C,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,3/1/21,8/31/21,396.9
0x78FA0E2A436D125AF2BFD34DF9ABC6A5,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,4/15/21,10/14/21,265.68
0x749E5D43005888702227E442C62F7D29,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,6/16/21,12/15/21,295.65
0x347D5D78CF39006E62CA0E485C5F948A,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,6/1/21,11/30/21,405
0xDE5119D174889C78BCC1C1EB0E2643FE,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x9ABA682FF1CCF9A03F9EEC6C596E199B,Subscription,6/28/21,10/27/21,348.3
0xBA87AE54711D6A7CCE7350633D5EF2A2,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,5/13/21,11/12/21,338.58
0x6BB4EB7EC1271CACB36FC7E42F2DBFF6,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,6/18/21,12/17/21,295.65
0xD29CEB77B574B064648FD7A846D8F327,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2/16/21,8/15/21,415.53
0xC4F4E1C77CF0D733A9D4F8A3B2690B69,0x69CB4E2FB587F20F7AF21D60E989ADAB,Client_3,0xFED2B40D2F6F827CD1EF0EFA1671100C,Subscription,3/10/21,3/9/22,16.2
